AccountNumber,AcctName,TotalAdoptionPercent,LicensedAdoptionPercent,AdoptionCategoryIndicator,LicensingCategoryIndicator
ACCT0009790,GH Financial Group,22.222,42.857,2,2
ACCT0009792,Optum Technology Center (Optum Labs),55.555,83.333,5,3
ACCT0009795,University Of California San Diego,11.111,21.428,1,2
ACCT0009807,Suffolk University,22.222,42.857,2,2
ACCT0009838,Mayo Clinic Minnesota,37.037,142.857,4,1
ACCT0009839,"Automic Software, Inc. (formerly UC4 Software)",62.962,113.333,5,2
ACCT0009841,Globalfoundries Dresden Module Two GmbH & Co. KG,37.037,66.666,4,2
ACCT0009845,IPF International Limited (company number 00753518),29.629,114.285,3,1
ACCT0009849,Spirit Airlines Inc,25.925,77.777,2,1
ACCT0009851,Omgeo LLC,25.925,46.666,2,2
ACCT0009853,"Wesfarmers Chemicals, Energy and Fertilisers Ltd",25.925,50,2,2
ACCT0009854,Royal Bank Of Canada,29.629,400,3,1
ACCT0009861,Otterbox,55.555,93.75,5,3
ACCT0009865,Merck KG Auf Aktien,11.111,20,1,2
ACCT0009874,Simpson Strong-Tie Co Inc,62.962,113.333,5,2
ACCT0009879,James Cook University,33.333,112.5,3,1
ACCT0009880,Deakin University,29.629,47.058,3,3
ACCT0009882,"GoWireless, Inc.",37.037,66.666,4,2
ACCT0009895,University of Louisville,44.444,100,4,2
ACCT0009897,Yorkshire Building Society,59.259,100,5,3
ACCT0009901,Stanley Black & Decker Inc,48.148,<Null>,5,4
ACCT0009908,EVRY Norge AS,29.629,53.333,3,2
ACCT0009926,Wolters Kluwer Financial Services Inc,33.333,60,3,2
ACCT0009936,The Private Bank And Trust Co,18.518,55.555,2,1
ACCT0009944,Axel Springer AG,40.74,73.333,4,2
ACCT0009956,MD Physician Services Inc.,44.444,80,4,2
ACCT0009966,Monadelphous Properties Pty Ltd,48.148,118.181,5,2
ACCT0009978,Alliance Healthcare,25.925,<Null>,2,4
ACCT0009982,Penn State University,37.037,66.666,4,2
ACCT0009986,"Amgen, Inc.",59.259,94.117,5,3
ACCT0010000,Saint Louis University,33.333,128.571,3,1
ACCT0010061,Texas A&M University System,51.851,93.333,5,2
ACCT0010062,University Of Colorado At Boulder,29.629,53.333,3,2
ACCT0010064,Colorado Seminary (University of Denver),40.74,73.333,4,2
ACCT0010069,University of Texas Rio Grande Valley,55.555,100,5,2
ACCT0010070,University of Texas at Arlington,25.925,43.75,2,3
ACCT0010071,University of Texas at Austin,33.333,42.857,3,3
ACCT0010073,University Of North Texas,29.629,200,3,1
ACCT0010080,Lone Star College System,51.851,82.352,5,3
ACCT0010086,Arizona State University,40.74,68.75,4,3
ACCT0010087,Northern Arizona University,40.74,157.142,4,1
ACCT0010092,Enterprise Fleet Management Inc,40.74,78.571,4,2
ACCT0010100,City Of Raleigh,3.703,11.111,1,1
ACCT0010110,Sephora France,18.518,33.333,2,2
ACCT0010113,"Scripps Networks Interactive, Inc.",66.666,112.5,5,3
ACCT0010120,BT UK plc,44.444,85.714,4,2
ACCT0010123,Rio Tinto,74.074,117.647,5,3
ACCT0010139,Dartmouth College,40.74,73.333,4,2
ACCT0010165,Ladbrokes,33.333,<Null>,3,4
ACCT0010171,"Beachbody, LLC",40.74,73.333,4,2
ACCT0010173,Nomura Securities,51.851,93.333,5,2
ACCT0010194,OP-Services Ltd,11.111,33.333,1,1
ACCT0010198,Monitise Group Ltd,40.74,157.142,4,1
ACCT0010216,Red Bull GmbH,51.851,100,5,2
ACCT0010221,Capital Region BOCES,14.814,28.571,2,2
ACCT0010230,Ahold European Sourcing BV,48.148,86.666,5,2
ACCT0010236,SOITEC,29.629,53.333,3,2
ACCT0010239,Ongame Services AB (subsidiary of NYX Gaming Group),29.629,88.888,3,1
ACCT0010240,Smart Service Queensland,14.814,26.666,2,2
ACCT0010245,Talanx AG,48.148,86.666,5,2
ACCT0010250,Novelis Inc,48.148,81.25,5,3
ACCT0010253,Palo Alto Networks Inc,48.148,76.47,5,3
ACCT0010261,UW Health,51.851,93.333,5,2
ACCT0010285,Premier Healthcare Solutions,40.74,110,4,1
ACCT0010291,Consumers Energy Company,48.148,72.222,5,3
ACCT0010292,Standard Life,51.851,93.333,5,2
ACCT0010297,National Bank Holdings (formerly Bank Midwest),44.444,75,4,3
ACCT0010313,RMIT University,33.333,81.818,3,2
ACCT0010314,New York State ITS,59.259,106.666,5,2
ACCT0010338,"Actavis, Inc",59.259,100,5,3
ACCT0010344,Andreas STIHL AG & Co. KG,37.037,71.428,4,2
ACCT0010346,Bauer Media Group,25.925,46.666,2,2
ACCT0010358,Tullow Group Services Limited,48.148,81.25,5,3
ACCT0010367,HVHC Inc,22.222,46.153,2,2
ACCT0010368,CareerBuilder LLC,44.444,120,4,1
ACCT0010369,Koenig & Bauer AG,25.925,46.666,2,2
ACCT0010376,Dresden-IT GmbH,25.925,46.666,2,2
ACCT0010378,Groupe La Poste,11.111,33.333,1,1
ACCT0010395,NXP Semiconductors - Corporate,33.333,60,3,2
ACCT0010401,Yodlee Inc,22.222,54.545,2,2
ACCT0010415,eBay Inc,7.407,16.666,1,2
ACCT0010416,Cooley LLP,11.111,27.272,1,2
ACCT0010463,Weichert Realtors,22.222,42.857,2,2
ACCT0010471,Sharp Electronics Corporation USA,40.74,78.571,4,2
ACCT0010481,United Water Management and Services Inc.,22.222,60,2,1
ACCT0010488,Subaru of America Inc,25.925,63.636,2,2
ACCT0010493,Montclair State University,33.333,128.571,3,1
ACCT0010508,Brickman,55.555,88.235,5,3
ACCT0010528,Ballard Spahr LLP,51.851,100,5,2
ACCT0010542,Towers Watson,37.037,71.428,4,2
ACCT0010553,ICON Clinical Research Inc,37.037,58.823,4,3
ACCT0010569,MillerCoors LLC,48.148,92.857,5,2
ACCT0010572,Columbia University Medical Center,29.629,50,3,3
ACCT0010576,The Board Of Trustees Of The University Of Illinois,11.111,33.333,1,1
ACCT0010581,Dassault Systemes Biovia Corp,<Null>,<Null>,4,4
ACCT0010585,Nissan North America Inc,48.148,86.666,5,2
ACCT0010587,Ritchie Bros Auctioneers Inc,29.629,114.285,3,1
ACCT0010590,Punch Taverns (Services) Ltd (former Punch Partnerships),<Null>,<Null>,4,4
ACCT0010592,University of Maryland University College,51.851,93.333,5,2
ACCT0010596,Ricoh Americas Corporation,59.259,100,5,3
ACCT0010599,Ideal Standard International,33.333,<Null>,3,4
ACCT0010600,Gulf International Bank BSC,11.111,25,1,2
ACCT0010602,Chick-fil-A Inc,37.037,66.666,4,2
ACCT0010605,Genomic Health Inc,48.148,86.666,5,2
ACCT0010610,"Ally Financial, Inc.",62.962,94.444,5,3
ACCT0010614,Packers Plus Energy Services Inc.,40.74,68.75,4,3
ACCT0010615,Republic Indemnity Co,18.518,35.714,2,2
ACCT0010625,Norwegian Air Shuttle AS,<Null>,<Null>,4,4
ACCT0010630,Empire Life Insurance Co,44.444,80,4,2
ACCT0010637,"Colorcon, Inc.",51.851,100,5,2
ACCT0010645,ABC Supply Co Inc,25.925,70,2,1
ACCT0010646,American Century Services LLC,37.037,90.909,4,2
ACCT0010660,LifeWay Christian Resources,25.925,50,2,2
ACCT0010661,Frucor Beverages Ltd,25.925,50,2,2
ACCT0010676,Kaisanet Oy,18.518,35.714,2,2
ACCT0010678,Soroc Technology Inc.,29.629,53.333,3,2
ACCT0010680,The Joint Commission,40.74,73.333,4,2
ACCT0010684,Tulane University,51.851,<Null>,5,4
ACCT0010685,Ashley Furniture Industries Inc,81.481,137.5,5,3
ACCT0010686,Emerson Electric Co,40.74,110,4,1
ACCT0010691,Compania Espanola De Petroleos CEPSA,48.148,185.714,5,1
ACCT0010696,"Smartronix, Inc.",37.037,111.111,4,1
ACCT0010697,ServiceBirmingham (Link2ICT),74.074,250,5,1
ACCT0010699,Domo Inc,25.925,50,2,2
ACCT0010701,Bremer Financial Services Inc,44.444,80,4,2
ACCT0010712,North Carolina State University,37.037,71.428,4,2
ACCT0010715,UnitingCare Queensland,48.148,81.25,5,3
ACCT0010718,NHS Blood and Transplant,40.74,78.571,4,2
ACCT0010730,Rainbow Media Holdings LLC,29.629,53.333,3,2
ACCT0010732,Emergent BioSolutions Inc.,33.333,56.25,3,3
ACCT0010737,Bank of Queensland Ltd,44.444,85.714,4,2
ACCT0010738,Bond University Ltd,29.629,53.333,3,2
ACCT0010741,Australian Sports Commission,22.222,42.857,2,2
ACCT0010742,NSW Department Of Finance Services And Innovation,11.111,33.333,1,1
ACCT0010747,QEP Resources Inc,25.925,46.666,2,2
ACCT0010748,MCG Health Inc,48.148,92.857,5,2
ACCT0010752,Henderson Global Investors Ltd,37.037,62.5,4,3
ACCT0010753,Bravura Solutions UK Ltd,18.518,55.555,2,1
ACCT0010754,Lockheed Martin Business Technology Solutions Limited  ( Former Amor Group),48.148,86.666,5,2
ACCT0010759,American Signature Inc,14.814,28.571,2,2
ACCT0010766,Oriental Trading Company Inc,25.925,77.777,2,1
ACCT0010771,Connectis AG,51.851,<Null>,5,4
ACCT0010777,City of Vacaville,29.629,53.333,3,2
ACCT0010782,A2Dominion Group,48.148,81.25,5,3
ACCT0010784,NetApp Engineering,37.037,66.666,4,2
ACCT0010786,Enfo Oyj,40.74,73.333,4,2
ACCT0010795,Suncorp Corporate Services Pty Ltd,44.444,70.588,4,3
ACCT0010796,Inforsacom Informationssysteme GmbH,25.925,46.666,2,2
ACCT0010808,Your Homes Newcastle Ltd,29.629,<Null>,3,4
ACCT0010809,APG Asset Management,48.148,81.25,5,3
ACCT0010817,CareWorks,55.555,83.333,5,3
ACCT0010819,BSkyB Ltd,59.259,800,5,1
ACCT0010822,IC Companys A/S,29.629,100,3,1
ACCT0010824,Australia Post,74.074,111.111,5,3
ACCT0010828,The University Of Auckland,37.037,66.666,4,2
ACCT0010830,The Malcolm Group plc (WH Malcolm),37.037,66.666,4,2
ACCT0010834,Abraxas Informatik AG,44.444,75,4,3
ACCT0010835,Whitney Bank,70.37,105.555,5,3
ACCT0010852,Interactive Intelligence Inc. (CaaS),51.851,100,5,2
ACCT0010857,Sulzer Management AG,37.037,71.428,4,2
ACCT0010859,Agfa HealthCare NV,48.148,86.666,5,2
ACCT0010863,ManpowerGroup Inc,33.333,60,3,2
ACCT0010873,Medxcel LLC,66.666,105.882,5,3
ACCT0010889,Genoptix Medical Lab,37.037,142.857,4,1
ACCT0010890,University of Sydney,40.74,68.75,4,3
ACCT0010895,International Financial Data Systems (UK) Ltd,51.851,175,5,1
ACCT0010896,InComm,44.444,80,4,2
ACCT0010898,Hutchison 3G UK Limited,18.518,33.333,2,2
ACCT0010913,Punter Southall Group,25.925,46.666,2,2
ACCT0010914,Axway,37.037,66.666,4,2
ACCT0010925,FleetCor Technologies Inc,37.037,58.823,4,3
ACCT0010932,Washington University School of Medicine,37.037,62.5,4,3
ACCT0010954,"CACI NSS, Inc.",40.74,73.333,4,2
ACCT0010960,Natixis France,14.814,26.666,2,2
ACCT0010975,"Kratos Defense & Security Solutions, Inc.",44.444,80,4,2
ACCT0010976,Lewis Brisbois Bisgaard & Smith LLP,33.333,60,3,2
ACCT0010978,"Manatt, Phelps & Phillips, LLP",33.333,128.571,3,1
ACCT0010990,Adapt Plc,44.444,80,4,2
ACCT0010991,Abt Associates Inc.,37.037,66.666,4,2
ACCT0010992,University Medical Center of Southern Nevada,18.518,33.333,2,2
ACCT0010994,Broward Health,40.74,64.705,4,3
ACCT0011026,Microsemi Corporation,18.518,33.333,2,2
ACCT0011028,Teach For America Inc,51.851,93.333,5,2
ACCT0011031,MultiChannelNetwork Pty Ltd,22.222,42.857,2,2
ACCT0011046,Spirent Communications Inc,29.629,88.888,3,1
ACCT0011068,Mott MacDonald Ltd,44.444,75,4,3
ACCT0011074,Thales Transportation Systems BV,44.444,133.333,4,1
ACCT0011080,Aon Service Corporation,44.444,92.307,4,2
ACCT0011082,Trading Technologies,51.851,93.333,5,2
ACCT0011086,Medibank Pvt Ltd,48.148,81.25,5,3
ACCT0011105,WorleyParsons Pty Ltd,55.555,88.235,5,3
ACCT0011124,National Research Corporation,51.851,<Null>,5,4
ACCT0011126,National Marrow Donor Program Inc,40.74,78.571,4,2
ACCT0011139,Quidel Corp,40.74,122.222,4,1
ACCT0011147,s IT Solutions AT Spardat GmbH,29.629,61.538,3,2
ACCT0011180,Wienerberger AG,25.925,77.777,2,1
ACCT0011251,KTM AG,37.037,142.857,4,1
ACCT0011263,Zumtobel AG,40.74,78.571,4,2
ACCT0011308,Syngenta Crop Protection AG,40.74,110,4,1
ACCT0011367,Datwyler IT Services AG,18.518,71.428,2,1
ACCT0011398,ABB Ltd,51.851,155.555,5,1
ACCT0011410,dorma+kaba International Holding AG,22.222,46.153,2,2
ACCT0011447,SFS Services AG,44.444,75,4,3
ACCT0011531,Draegerwerk AG & Co KGaA,14.814,44.444,2,1
ACCT0011656,Vaillant Group Business Services GmbH,25.925,77.777,2,1
ACCT0011844,Sirona Dental Systems GmbH,25.925,100,2,1
ACCT0011911,Carl-Zeiss-Gruppe,40.74,73.333,4,2
ACCT0011962,Sixt GmbH & Co. Autovermietung KG,37.037,66.666,4,2
ACCT0012038,Richter + Frenzel GmbH + Co. KG,25.925,46.666,2,2
ACCT0012115,Osmose Inc,14.814,44.444,2,1
ACCT0012116,Partners HealthCare System iNC,59.259,106.666,5,2
ACCT0012126,Salem Health,44.444,80,4,2
ACCT0012212,Baylor Scott & White Health,77.777,116.666,5,3
ACCT0012230,ABB/Con-Cise Optical Group LLC,29.629,61.538,3,2
ACCT0012235,ACN Inc,55.555,100,5,2
ACCT0012391,Carlyle Investment Management LLC,11.111,33.333,1,1
ACCT0012457,Consulate Health Care (formerly CMC II),62.962,113.333,5,2
ACCT0012489,Delhaize Group USA,59.259,114.285,5,2
ACCT0012652,"Hard Rock Cafe International (USA), Inc.",14.814,28.571,2,2
ACCT0012678,Hunton & Williams LP,25.925,70,2,1
ACCT0012682,Immucor Inc,11.111,33.333,1,1
ACCT0012770,Liquidity Services Inc LSI,40.74,84.615,4,2
ACCT0012816,Memorial Health University Medical Center Inc,33.333,64.285,3,2
ACCT0012889,Northeast Georgia Health System Inc,51.851,100,5,2
ACCT0012914,"Otsuka America Pharmaceutical, Inc.",33.333,60,3,2
ACCT0012956,Post Apartment Homes LP,40.74,110,4,1
ACCT0012962,Premiere Global Services Inc,44.444,80,4,2
ACCT0013128,The Nielsen Company (US) LLC,62.962,113.333,5,2
ACCT0013160,U.S. Silica Company,22.222,54.545,2,2
ACCT0013258,MicroPort Orthopedics Inc,44.444,85.714,4,2
ACCT0013273,A&E Television Networks LLC,25.925,50,2,2
ACCT0013280,MSC Industrial Direct Co Inc,37.037,66.666,4,2
ACCT0013288,"Bayview Asset Management, LLC",44.444,92.307,4,2
ACCT0013295,Aaron's Inc,55.555,93.75,5,3
ACCT0013300,PennyMac Loan Services LLC,74.074,125,5,3
ACCT0013314,Knorr-Bremse IT Services GmbH,29.629,114.285,3,1
ACCT0013318,Academy Sports + Outdoors,62.962,121.428,5,2
ACCT0013323,Macys.com,40.74,157.142,4,1
ACCT0013326,Mary Kay Inc,48.148,65,5,3
ACCT0013333,BECU,59.259,177.777,5,1
ACCT0013340,Turner Broadcasting System Inc,33.333,64.285,3,2
ACCT0013355,St Jude Children's Research Hospital Inc,25.925,63.636,2,2
ACCT0013357,Moneris Solutions Corp,22.222,40,2,2
ACCT0013370,SAI Global Ltd,37.037,71.428,4,2
ACCT0013377,Telstra,74.074,133.333,5,2
ACCT0013388,TPG Global LLC,14.814,40,2,1
ACCT0013390,University Of Arkansas For Medical Sciences,74.074,125,5,3
ACCT0013748,Capital Metropolitan Transportation Authority,29.629,57.142,3,2
ACCT0013750,Cardtronics Inc,22.222,60,2,1
ACCT0013970,Silicon Graphics International Corp,33.333,128.571,3,1
ACCT0013981,HID Global Corp,48.148,81.25,5,3
ACCT0013986,Cars.com,55.555,100,5,2
ACCT0013996,Independence BlueCross,44.444,171.428,4,1
ACCT0014001,Synergy,51.851,100,5,2
ACCT0014006,Coca-Cola Bottling Co. Consolidated,40.74,73.333,4,2
ACCT0014007,United Surgical Partners International Inc,51.851,93.333,5,2
ACCT0014014,"Axcess Financial Services, Inc.",37.037,66.666,4,2
ACCT0014023,NRG,48.148,81.25,5,3
ACCT0014027,Oxford Brookes University,70.37,126.666,5,2
ACCT0014046,G4S plc,29.629,88.888,3,1
ACCT0014058,Norwegian Geotechnical Institute NGI,59.259,106.666,5,2
ACCT0014060,PLUS Retail BV,37.037,62.5,4,3
ACCT0014072,Laing O'Rourke,18.518,35.714,2,2
ACCT0014087,Coca Cola Erfrischungsgetr?ñnke GmbH (CCEG),40.74,73.333,4,2
ACCT0014110,Riot Games Inc,40.74,64.705,4,3
ACCT0014119,City of NY Department of Health and Mental Hygiene,25.925,87.5,2,1
ACCT0014130,David Jones Limited,55.555,100,5,2
ACCT0014138,DeVry Education Group,62.962,106.25,5,3
ACCT0014157,"Motorola Mobility, Inc.",51.851,200,5,1
ACCT0014164,Mercantil Commercebank NA,25.925,77.777,2,1
ACCT0014165,Optus,29.629,57.142,3,2
ACCT0014177,Coles - Wesfarmers,44.444,"1,200",4,1
ACCT0014187,KU Medical Center,33.333,60,3,2
ACCT0014188,Brinker International Inc,44.444,80,4,2
ACCT0014190,BJC HealthCare,62.962,100,5,3
ACCT0014222,University of Arkansas Little Rock,48.148,86.666,5,2
ACCT0014231,Coop Danmark A/S,48.148,72.222,5,3
ACCT0014232,Bestseller A/S,37.037,142.857,4,1
ACCT0014240,Liaison Technologies Inc,22.222,66.666,2,1
ACCT0014250,San Francisco International Airport,55.555,107.142,5,2
ACCT0014252,CEC Entertainment Concepts LP,33.333,90,3,1
ACCT0014256,Fonterra Ltd,33.333,64.285,3,2
ACCT0014259,Vaasan Oy,25.925,70,2,1
ACCT0014262,FirstBank Holding Company,33.333,60,3,2
ACCT0014264,Trimble Navigation Ltd.,37.037,<Null>,4,4
ACCT0014272,CLS Services Ltd,11.111,33.333,1,1
ACCT0014273,Nebula Oy,33.333,60,3,2
ACCT0014288,Nativ Ltd,33.333,128.571,3,1
ACCT0014298,Arup Group,29.629,53.333,3,2
ACCT0014302,Foster + Partners Ltd,33.333,60,3,2
ACCT0014309,Eze Software EMEA Ltd,22.222,42.857,2,2
ACCT0014311,Tideworks Technology Inc,62.962,100,5,3
ACCT0014312,Mars Information Services Inc,33.333,90,3,1
ACCT0014338,Moneysupermarket.com,44.444,80,4,2
ACCT0014351,Centric Netherlands BV,37.037,111.111,4,1
ACCT0014354,Danske Bank AS,55.555,83.333,5,3
ACCT0014356,Carlsberg A/S,48.148,86.666,5,2
ACCT0014357,DONG Energy Oil & Gas AS,22.222,85.714,2,1
ACCT0014359,Arla Foods,40.74,73.333,4,2
ACCT0014361,Maersk Drilling Services AS,40.74,78.571,4,2
ACCT0014372,Random House Australia,51.851,100,5,2
ACCT0014374,TopDanmark EDB A/S,40.74,78.571,4,2
ACCT0014384,ECCO Sko A/S,37.037,66.666,4,2
ACCT0014391,IG Group Ltd,48.148,92.857,5,2
ACCT0014412,Connecticut Childrens Medical Center,22.222,66.666,2,1
ACCT0014458,Roswell Park Cancer Institute,11.111,33.333,1,1
ACCT0014494,Chaucer Syndicates Limited,48.148,86.666,5,2
ACCT0014507,Gala Leisure,40.74,<Null>,4,4
ACCT0014534,Pearson plc,70.37,105.555,5,3
ACCT0014535,RM Education Ltd,14.814,26.666,2,2
ACCT0014545,TeleCity Group Plc,18.518,33.333,2,2
ACCT0014577,Dean Health Plan Inc,40.74,<Null>,4,4
ACCT0014585,Catamaran LLC,55.555,83.333,5,3
ACCT0014681,"Echo Global Logistics, Inc.",44.444,171.428,4,1
ACCT0014720,Greenheck Fan Corp,25.925,77.777,2,1
ACCT0014871,Southern Illinois Healthcare,55.555,107.142,5,2
ACCT0014932,Robert Bosch LLC,18.518,35.714,2,2
ACCT0014943,Border States Electric,37.037,<Null>,4,4
ACCT0014958,Methodist Health System,33.333,64.285,3,2
ACCT0014963,AutoCanada Inc,48.148,118.181,5,2
ACCT0014974,Capital Power Corporation,48.148,130,5,1
ACCT0014979,Crescent Point Energy Corp,33.333,128.571,3,1
ACCT0014982,Farm Credit Canada,11.111,<Null>,1,4
ACCT0014999,MEG Energy Corp,25.925,63.636,2,2
ACCT0015010,Lightstream Resources Inc.,22.222,85.714,2,1
ACCT0015020,SMS Equipment Inc,29.629,114.285,3,1
ACCT0015055,Chartwell Mastercare LP,14.814,44.444,2,1
ACCT0015065,D+H USA Corporation,44.444,133.333,4,1
ACCT0015094,High Liner Foods Inc,37.037,142.857,4,1
ACCT0015109,Liquor Control Board of Ontario,22.222,66.666,2,1
ACCT0015128,Ontario Teachers' Pension Plan Board,59.259,106.666,5,2
ACCT0015169,Canadian Tolling Company International Inc.,55.555,93.75,5,3
ACCT0015283,Metrolinx,14.814,44.444,2,1
ACCT0015341,Morguard Corporation,29.629,114.285,3,1
ACCT0015458,Bonita GmbH & Co. KG,29.629,53.333,3,2
ACCT0015462,WPX Energy Inc,70.37,111.764,5,3
ACCT0015467,Cayuga Medical Center,14.814,44.444,2,1
ACCT0015471,"Oclaro, Inc.",29.629,57.142,3,2
ACCT0015480,TV2/Danmark A/S,25.925,77.777,2,1
ACCT0015481,Murad Inc,14.814,<Null>,2,4
ACCT0015490,Coffey International Ltd,11.111,21.428,1,2
ACCT0015505,"Chipotle Mexican Grill, Inc.",29.629,<Null>,3,4
ACCT0015506,Colorado Public Employee Retirement Association,40.74,73.333,4,2
ACCT0015507,ProBuild Holdings LLC,37.037,66.666,4,2
ACCT0015508,ProLogis,33.333,60,3,2
ACCT0015511,Terumo BCT,44.444,85.714,4,2
ACCT0015522,Heineken International BV,40.74,122.222,4,1
ACCT0015564,AAA Life Insurance Co,48.148,81.25,5,3
ACCT0015565,Auto Club Group,62.962,113.333,5,2
ACCT0015568,Comerica Bank,14.814,57.142,2,1
ACCT0015572,Flagstar Bancorp Inc.,37.037,62.5,4,3
ACCT0015587,Zurich Insurance Company Ltd,44.444,85.714,4,2
ACCT0015590,Kerry Group Plc,51.851,140,5,1
ACCT0015598,Scottsdale Healthcare Corp,66.666,105.882,5,3
ACCT0015600,LHP Hospital Group Inc,40.74,64.705,4,3
ACCT0015603,Seattle Children's Hospital,29.629,53.333,3,2
ACCT0015609,Clorox Company,59.259,106.666,5,2
ACCT0015619,"MultiPlan, Inc.",37.037,125,4,1
ACCT0015629,Osborne,33.333,64.285,3,2
ACCT0015630,Cofely Nederland NV,40.74,78.571,4,2
ACCT0015632,Menzis,40.74,68.75,4,3
ACCT0015638,Cineworld,40.74,78.571,4,2
ACCT0015643,Central Bank of Ireland,29.629,53.333,3,2
ACCT0015654,"TWC Product and Technology, LLC.",55.555,107.142,5,2
ACCT0015662,Republic Services Inc,48.148,162.5,5,1
ACCT0015683,Manpower GmbH & Co. KG,29.629,<Null>,3,4
ACCT0015694,New York Times Company,37.037,125,4,1
ACCT0015703,Data Intensity Hosting,33.333,64.285,3,2
ACCT0015705,Johns Hopkins University,48.148,81.25,5,3
ACCT0015707,CooperVision,29.629,57.142,3,2
ACCT0015709,H&R Block Canada,62.962,106.25,5,3
ACCT0015710,Jemena,37.037,111.111,4,1
ACCT0015712,Bunnings Group Ltd,33.333,<Null>,3,4
ACCT0015713,Halfords Group plc,40.74,157.142,4,1
ACCT0015715,Specsavers Optical Group Ltd,55.555,187.5,5,1
ACCT0015721,Travis Perkins plc,74.074,111.111,5,3
ACCT0015722,COWI AS,44.444,80,4,2
ACCT0015736,Banner Health,11.111,33.333,1,1
ACCT0015737,OTC Markets Group Inc,48.148,86.666,5,2
ACCT0015740,24 Solutions AB,29.629,57.142,3,2
ACCT0015742,BYK Chemie GmbH,29.629,88.888,3,1
ACCT0015743,RWE IT GmbH,44.444,133.333,4,1
ACCT0015760,Ikea Industry AB,44.444,80,4,2
ACCT0015765,Florida State College at Jacksonville,22.222,66.666,2,1
ACCT0015766,Electrolux IT Solutions AB,48.148,86.666,5,2
ACCT0015768,Biffa Group Limited,29.629,114.285,3,1
ACCT0015772,Apoteket AB,7.407,22.222,1,1
ACCT0015773,Assa Abloy AB,29.629,88.888,3,1
ACCT0015795,P&O Ferries Ltd,37.037,142.857,4,1
ACCT0015797,hybris GmbH,37.037,66.666,4,2
ACCT0015806,Thule Sweden AB,22.222,42.857,2,2
ACCT0015817,Barnard College Inc,29.629,53.333,3,2
ACCT0015825,Gymboree Corporation,44.444,80,4,2
ACCT0015842,SoftwareONE AG,51.851,100,5,2
ACCT0015845,TOP-TOY A/S,33.333,56.25,3,3
ACCT0015850,BlueCross BlueShield of Arizona,37.037,66.666,4,2
ACCT0015871,Blount International Inc.,18.518,71.428,2,1
ACCT0015874,Village Roadshow Limited,29.629,53.333,3,2
ACCT0015905,Arbetsf??rmedlingen (AMS),22.222,40,2,2
ACCT0015923,State of Texas Department of Transportation,55.555,<Null>,5,4
ACCT0015929,Husqvarna AB,11.111,33.333,1,1
ACCT0015930,Lantm?ñnnen Ek For,18.518,50,2,1
ACCT0015949,Eagle Investment Systems LLC,66.666,112.5,5,3
ACCT0015955,CBC Companies Inc,11.111,33.333,1,1
ACCT0015956,Formica Corporation,25.925,46.666,2,2
ACCT0015959,European Space Agency ESA ESRIN,37.037,142.857,4,1
ACCT0015960,GDF Suez Group,44.444,80,4,2
ACCT0015967,SKF Sverige AB,11.111,21.428,1,2
ACCT0015974,Teliasonera Sverige AB,11.111,30,1,1
ACCT0015976,Systembolaget AB,40.74,91.666,4,2
ACCT0015979,Grantham Mayo Van Otterloo & Co LLC,40.74,110,4,1
ACCT0015990,Aux Sable Liquid Products L.P,25.925,50,2,2
ACCT0015993,Tudor Investment Corporation,51.851,93.333,5,2
ACCT0015994,Halifax Regional Municipality,33.333,<Null>,3,4
ACCT0015999,Universal Music Group Inc,51.851,"1,400",5,1
ACCT0016005,Desire2Learn Incorporated,37.037,71.428,4,2
ACCT0016014,The Bank Of New York Mellon Corp,37.037,<Null>,4,4
ACCT0016017,Schott AG,40.74,68.75,4,3
ACCT0016033,Epiq Systems Inc,29.629,88.888,3,1
ACCT0016043,ActewAGL,29.629,57.142,3,2
ACCT0016045,Symbion Pharmacy,22.222,40,2,2
ACCT0016078,Dell Inc,37.037,142.857,4,1
ACCT0016129,Nets Denmark AS,44.444,80,4,2
ACCT0016132,Saxo Bank AS,55.555,166.666,5,1
ACCT0016137,The Maschhoffs Inc,37.037,66.666,4,2
ACCT0016142,Eide Bailly LLP,33.333,69.23,3,2
ACCT0016241,Maher Terminals LLC,33.333,81.818,3,2
ACCT0016393,Key Food Stores Co-Op Inc,22.222,40,2,2
ACCT0016441,Holy Redeemer Health System Inc,29.629,57.142,3,2
ACCT0016582,Broad Institute Inc,37.037,62.5,4,3
ACCT0016593,Virgin Active Ltd,44.444,"1,200",4,1
ACCT0016594,CoreSite LP,48.148,81.25,5,3
ACCT0016605,Ironwood Pharmaceuticals Inc,29.629,53.333,3,2
ACCT0016618,South West Water Ltd,37.037,66.666,4,2
ACCT0016633,Canadian Imperial Bank of Commerce (Distribution),18.518,33.333,2,2
ACCT0016664,Fletcher Distribution (Placemakers),18.518,35.714,2,2
ACCT0016675,IMI Group Ltd,18.518,55.555,2,1
ACCT0016683,National Roads and Motorists' Association,25.925,100,2,1
ACCT0016688,UK Power Networks (Operations) Ltd,44.444,100,4,2
ACCT0016692,Glas Cymru Cyfyngedig (Welsh Water),40.74,73.333,4,2
ACCT0016701,AstraZeneca UK Ltd,81.481,115.789,5,3
ACCT0016705,Press Ganey Associates Inc,22.222,66.666,2,1
ACCT0016716,Team Industrial Services,33.333,69.23,3,2
ACCT0016738,Foxtel,22.222,42.857,2,2
ACCT0016773,Techem Energy Services GmbH,25.925,77.777,2,1
