AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0008923,Lemmink?ñinen Oyj,4,2,2,1,<Null>
ACCT0008934,Lend Lease ICT Services Inc,1,2,1,1,63.63
ACCT0008937,Trelleborg Sealing Solutions GmbH,4,2,1,1,0
ACCT0008938,Mettler-Toledo International Inc.,4,2,2,1,100
ACCT0008945,Amec Foster Wheeler,3,2,1,1,88.88
ACCT0008952,Australian Catholic University,3,2,2,1,100
ACCT0008962,Sallie Mae Bank,2,2,1,1,100
ACCT0008970,Aimia Canada Inc,3,2,1,<Null>,66.66
ACCT0008977,"McKinstry Co., LLC",3,2,2,<Null>,<Null>
ACCT0008978,City Of Tacoma,1,2,1,1,50
ACCT0009001,Dynamic Parcel Distribution GmbH,3,2,2,1,50
ACCT0009003,Bridgestone EMEA,4,2,1,2,100
ACCT0009010,Supergros A/S,3,2,1,1,66.66
ACCT0009011,Actelion Pharmaceuticals Ltd,4,2,1,1,66.66
ACCT0009012,Ville De Geneve,4,2,2,1,0
ACCT0009023,Axfood AB,3,2,1,1,50
ACCT0009037,Herbert Smith Ltd,2,2,1,1,100
ACCT0009039,Norton Rose Ltd,3,2,1,1,100
ACCT0009048,AG Service Company Limited (Addleshaw Goddard Llp),3,2,3,1,100
ACCT0009051,Nabarro LLP,1,2,2,1,50
ACCT0009054,Wragge Lawrence Graham & Co LLP,3,2,3,1,40
ACCT0009059,"Yazaki North America, Inc.",2,2,1,1,57.14
ACCT0009060,America's Remote Help Desk,4,2,4,1,100
ACCT0009081,ProcessFlows,3,2,1,<Null>,100
ACCT0009084,Vocalink Ltd,2,2,2,1,66.66
ACCT0009086,Adidas AG,2,2,1,1,16.66
ACCT0009093,tegut... Gutberlet Stiftung & Co.,4,2,4,1,<Null>
ACCT0009095,New York University,3,2,1,1,100
ACCT0009099,University of Texas School System,2,2,2,1,100
ACCT0009102,Hospital Sisters Health System,3,2,3,1,0
ACCT0009109,"Avnet, Inc",3,2,2,1,50
ACCT0009110,CareFusion IT/Becton Dickinson IT,1,2,1,2,62.5
ACCT0009119,Cox Enterprises Inc,1,2,1,1,86.66
ACCT0009121,Global Switch Ltd,4,2,2,1,100
ACCT0009126,NTT Communications ICT Solutions,4,2,2,1,75
ACCT0009129,Sterling Jewelers Inc,3,2,3,1,71.42
ACCT0009136,Brother International Europe Ltd,4,2,1,1,<Null>
ACCT0009137,Steria Schweiz AG,3,2,1,1,100
ACCT0009138,SDL International,2,2,3,1,100
ACCT0009145,QBE Group Shared Services Limited,2,2,2,1,66.66
ACCT0009147,"HGST, A Western Digital Company",2,2,2,1,100
ACCT0009149,Xtra Personell AS,4,2,2,<Null>,0
ACCT0009152,Target Corporation,4,2,2,2,46.66
ACCT0009156,Robert W Baird & Co Inc,1,2,2,1,75
ACCT0009158,Saint Gobain DSI Groupe,3,2,2,2,75
ACCT0009159,Tag Heuer,4,2,2,1,<Null>
ACCT0009160,NorthgateArinso Belgium SA,3,2,2,1,0
ACCT0009163,Univision Communications Inc,3,2,1,1,100
ACCT0009167,Pepperidge Farm Inc,3,2,1,1,100
ACCT0009168,Symantec Corporation,2,2,1,1,75
ACCT0009175,CenturyLink Inc,2,2,2,1,75
ACCT0009176,SwissLog Logistics Inc.,4,2,1,1,40
ACCT0009178,Intel Corporation,4,2,1,<Null>,87.5
ACCT0009179,McGuireWoods LLP,1,2,1,1,66.66
ACCT0009186,Technicolor Inc.,3,2,1,1,83.33
ACCT0009187,Smiths News Trading Ltd,1,2,2,1,100
ACCT0009189,Hawaiian Telcom Inc,2,2,1,1,0
ACCT0009193,Toyota Motor Europe SA,2,2,2,1,100
ACCT0009199,KBC Groep NV,3,2,1,1,33.33
ACCT0009219,CIGNA Corporation,2,2,1,2,75
ACCT0009221,Bournemouth University,3,2,1,1,33.33
ACCT0009228,Argos Ltd.,3,2,1,1,50
ACCT0009233,MPG Operations LLC,3,2,3,1,50
ACCT0009238,Nokia-Siemens Networks,3,2,1,<Null>,50
ACCT0009239,Imperial Tobacco Group Plc,2,2,2,1,80
ACCT0009242,Diageo plc,2,2,2,1,71.42
ACCT0009249,Tangerine Bank,3,2,1,1,100
ACCT0009250,ING Belgium,4,2,4,1,66.66
ACCT0009251,Kingfisher Plc,3,2,1,1,42.85
ACCT0009252,"University of California, Riverside",2,2,2,1,100
ACCT0009253,"Aruba Networks, Inc.",3,2,1,1,66.66
ACCT0009254,Puget Sound Energy Inc,2,2,1,1,71.42
ACCT0009260,Granite Construction Incorporated,2,2,2,1,66.66
ACCT0009274,Asos,3,2,1,2,100
ACCT0009278,Delaval Services GmbH,2,2,2,1,0
ACCT0009280,Hannover RE,2,2,3,1,50
ACCT0009293,Nationwide Building Society (Regional Brand),3,2,2,<Null>,0
ACCT0009300,Gold's Gym International Inc,2,2,3,1,<Null>
ACCT0009303,General Motors Financial Co Inc,2,2,3,1,85.71
ACCT0009320,"TRC Companies, Inc.",2,2,1,1,50
ACCT0009333,Cimpress,2,2,1,1,87.5
ACCT0009343,Church Pension Group Services Corporation,3,2,3,1,60
ACCT0009347,Daiwa Capital Markets America Inc.,2,2,3,1,<Null>
ACCT0009356,"Godiva Chocolatier, Inc.",3,2,5,1,0
ACCT0009359,"Health Management Systems, Inc.",3,2,2,1,66.66
ACCT0009382,"Mizuho Securities USA, Inc.",3,2,3,1,75
ACCT0009389,New York Public Library,3,2,3,1,100
ACCT0009392,Och-Ziff Capital Management Group LLC,2,2,3,1,100
ACCT0009402,Russell Reynolds Associates Inc,2,2,2,1,100
ACCT0009424,Wachtell Lipton Rosen & Katz,2,2,3,1,100
ACCT0009437,Deutsche Post IT Services GmbH,3,2,1,2,41.66
ACCT0009443,Rural/Metro Corporation,2,2,1,1,33.33
ACCT0009460,AMEC Foster Wheeler PLC,2,2,1,1,75
ACCT0009466,BBRAUN,4,2,1,1,<Null>
ACCT0009473,City Of Hillsboro,1,2,2,1,100
ACCT0009486,Mizuho Securities International and Asia,2,2,2,1,83.33
ACCT0009487,General Electric - GE Capital Australia,1,2,1,<Null>,100
ACCT0009503,"AmTrust North America, Inc.",2,2,3,1,42.85
ACCT0009505,Assured Guaranty,3,2,3,1,66.66
ACCT0009509,Holland & Knight LLP,1,2,3,1,100
ACCT0009510,Bank Leumi USA,2,2,3,1,100
ACCT0009512,Lafarge SA,2,2,1,1,45.45
ACCT0009515,Thales UK Ltd,2,2,1,1,<Null>
ACCT0009519,"Ascension Health-IS, Inc. d/b/a Ascension Information Services",4,2,1,1,46.15
ACCT0009520,Health & Hospital Corporation,4,2,1,1,100
ACCT0009532,Neptune Orient Lines Ltd.,3,2,2,1,100
ACCT0009534,Scottish Water,3,2,1,1,50
ACCT0009539,JD Williams Group,3,2,1,1,50
ACCT0009546,Indiana Public Retirement System PRS,3,2,2,1,0
ACCT0009552,University of Southampton,2,2,2,1,75
ACCT0009555,Shriners Hospitals for Children,3,2,2,1,50
ACCT0009556,ERP Suites,2,2,1,1,75
ACCT0009568,Dufry Management AG,2,2,1,1,100
ACCT0009570,Holcim Group Services Ltd,2,2,1,1,96.42
ACCT0009574,Intergraph Corporation - Leica Geosystems AG,3,2,1,1,100
ACCT0009579,University of Loughborough,3,2,1,1,33.33
ACCT0009581,"L.L. Bean, Inc.",3,2,1,1,100
ACCT0009582,Manpower Finland,4,2,2,1,63.63
ACCT0009583,General Electric - GE Money Bank AB,3,2,2,<Null>,0
ACCT0009601,Erie Indemnity Company,1,2,2,1,75
ACCT0009607,Hawaiian Airlines Inc,2,2,1,1,50
ACCT0009608,"Nebraska Furniture Mart, Inc.",3,2,4,1,72.72
ACCT0009611,EdgeCast Networks Inc.,4,2,5,1,100
ACCT0009617,Selfridges Group,2,2,1,1,50
ACCT0009620,Scottish & Southern Energy Plc,2,2,1,1,100
ACCT0009624,Concho Resources Inc,3,2,2,1,50
ACCT0009636,Bright House Networks LLC,1,2,1,1,100
ACCT0009642,Echo Entertainment Group Ltd,3,2,2,1,85.71
ACCT0009647,"Workday, Inc.",3,2,3,1,61.53
ACCT0009656,Veolia Environmental Services (UK) Plc,3,2,2,<Null>,75
ACCT0009659,"Tesla Motors, Inc.",3,2,2,1,50
ACCT0009661,Children's Hospital and Research Center Oakland,2,2,3,1,100
ACCT0009687,University Of The Pacific,1,2,3,1,100
ACCT0009694,UFI Ltd (LearnDirect),3,2,1,1,50
ACCT0009713,SNCF R??seaux,3,2,1,1,100
ACCT0009714,GlobalConnect AS,4,2,1,1,0
ACCT0009721,K12 Inc.,3,2,1,1,75
ACCT0009725,Silver Spring Networks Inc,3,2,1,1,33.33
ACCT0009731,KAR Auction Services Inc,4,2,1,1,83.33
ACCT0009737,University Of New England,3,2,2,1,50
ACCT0009738,Target Australia Pty Ltd,4,2,2,1,100
ACCT0009744,Covance Inc.,3,2,4,1,100
ACCT0009747,Adecco,4,2,2,1,50
ACCT0009752,Lincoln Financial Group,2,2,1,1,66.66
ACCT0009757,Splunk Inc,<Null>,2,1,1,66.66
ACCT0009758,L?ñkemedelsverket,4,2,1,2,66.66
ACCT0009759,City and Guilds,3,2,1,1,100
ACCT0009767,JVL Ventures (dba) SoftCard,3,2,1,<Null>,44.44
ACCT0009768,Admin Re UK Ltd,3,2,1,1,33.33
ACCT0009771,"ICU Medical, Inc.",2,2,1,1,<Null>
ACCT0009772,Broadcasting Authority Of Ireland,4,2,2,1,0
ACCT0009784,BNP Paribas CIB,4,2,2,<Null>,<Null>
ACCT0009787,Syncada LLC,3,2,2,1,100
ACCT0009789,The Random House Group Ltd,2,2,2,1,80
ACCT0009790,GH Financial Group,4,2,2,1,100
ACCT0009792,Optum Technology Center (Optum Labs),2,2,1,1,80
ACCT0009795,University Of California San Diego,1,2,2,1,100
ACCT0009807,Suffolk University,2,2,1,1,100
ACCT0009838,Mayo Clinic Minnesota,2,2,1,1,100
ACCT0009839,"Automic Software, Inc. (formerly UC4 Software)",3,2,3,2,100
ACCT0009841,Globalfoundries Dresden Module Two GmbH & Co. KG,4,2,2,1,25
ACCT0009845,IPF International Limited (company number 00753518),2,2,2,1,83.33
ACCT0009849,Spirit Airlines Inc,1,2,1,1,100
ACCT0009851,Omgeo LLC,3,2,1,1,100
ACCT0009853,"Wesfarmers Chemicals, Energy and Fertilisers Ltd",<Null>,2,2,1,100
ACCT0009854,Royal Bank Of Canada,2,2,1,1,66.66
ACCT0009861,Otterbox,4,2,1,1,<Null>
ACCT0009865,Merck KG Auf Aktien,1,2,2,1,78.57
ACCT0009874,Simpson Strong-Tie Co Inc,3,2,2,1,66.66
ACCT0009879,James Cook University,3,2,1,1,0
ACCT0009880,Deakin University,3,2,1,1,62.5
ACCT0009882,"GoWireless, Inc.",4,2,2,1,<Null>
ACCT0009895,University of Louisville,2,2,2,1,100
ACCT0009897,Yorkshire Building Society,2,2,1,1,66.66
ACCT0009901,Stanley Black & Decker Inc,3,2,2,1,50
ACCT0009908,EVRY Norge AS,3,2,3,2,100
ACCT0009926,Wolters Kluwer Financial Services Inc,4,2,3,1,50
ACCT0009927,Boston University Trustees Of Boston University,4,2,1,<Null>,60
ACCT0009936,The Private Bank And Trust Co,1,2,1,1,100
ACCT0009944,Axel Springer AG,3,2,3,1,0
ACCT0009956,MD Physician Services Inc.,3,2,1,1,0
ACCT0009966,Monadelphous Properties Pty Ltd,2,2,2,1,75
ACCT0009974,European Bank of Reconstruction & Development,2,2,2,1,66.66
ACCT0009978,Alliance Healthcare,3,2,1,1,100
ACCT0009982,Penn State University,2,2,1,1,100
ACCT0009983,Shane Co.,4,2,1,<Null>,0
ACCT0009986,"Amgen, Inc.",3,2,1,1,72.22
ACCT0010000,Saint Louis University,1,2,3,1,75
ACCT0010061,Texas A&M University System,2,2,2,1,68.75
ACCT0010062,University Of Colorado At Boulder,3,2,4,1,100
ACCT0010064,Colorado Seminary (University of Denver),3,2,1,1,100
ACCT0010069,University of Texas Rio Grande Valley,2,2,3,1,80
ACCT0010070,University of Texas at Arlington,2,2,4,1,<Null>
ACCT0010071,University of Texas at Austin,2,2,3,1,85.71
ACCT0010073,University Of North Texas,1,2,4,1,77.77
ACCT0010080,Lone Star College System,3,2,2,1,75
ACCT0010086,Arizona State University,2,2,2,1,50
ACCT0010087,Northern Arizona University,2,2,1,1,66.66
ACCT0010091,Skype Communications Sarl (Microsoft),4,2,2,<Null>,100
ACCT0010092,Enterprise Fleet Management Inc,4,2,3,1,33.33
ACCT0010100,City Of Raleigh,1,2,1,1,100
ACCT0010110,Sephora France,3,2,1,1,<Null>
ACCT0010113,"Scripps Networks Interactive, Inc.",3,2,2,1,50
ACCT0010120,BT UK plc,3,2,1,1,66.66
ACCT0010123,Rio Tinto,3,2,1,1,54.54
ACCT0010129,General Electric - GE Capital (GE Money Bank),3,2,1,<Null>,100
ACCT0010139,Dartmouth College,3,2,1,1,100
ACCT0010165,Ladbrokes,3,2,1,1,75
ACCT0010171,"Beachbody, LLC",3,2,3,1,100
ACCT0010173,Nomura Securities,3,2,4,1,57.14
ACCT0010194,OP-Services Ltd,1,2,1,1,66.66
ACCT0010198,Monitise Group Ltd,2,2,4,1,60
ACCT0010216,Red Bull GmbH,3,2,2,2,60
ACCT0010221,Capital Region BOCES,3,2,1,1,100
ACCT0010230,Ahold European Sourcing BV,3,2,2,1,75
ACCT0010236,SOITEC,4,2,2,1,100
ACCT0010239,Ongame Services AB (subsidiary of NYX Gaming Group),3,2,1,1,<Null>
ACCT0010240,Smart Service Queensland,4,2,2,1,100
ACCT0010245,Talanx AG,2,2,3,1,37.5
ACCT0010250,Novelis Inc,3,2,2,1,66.66
ACCT0010253,Palo Alto Networks Inc,<Null>,2,1,1,75
ACCT0010261,UW Health,2,2,1,1,60
ACCT0010285,Premier Healthcare Solutions,2,2,1,1,85.71
ACCT0010291,Consumers Energy Company,2,2,3,1,86.66
ACCT0010292,Standard Life,3,2,1,1,50
ACCT0010297,National Bank Holdings (formerly Bank Midwest),4,2,2,1,<Null>
ACCT0010313,RMIT University,2,2,1,2,85
ACCT0010314,New York State ITS,4,2,1,3,80
ACCT0010338,"Actavis, Inc",3,2,1,1,100
ACCT0010344,Andreas STIHL AG & Co. KG,2,2,2,1,60
ACCT0010346,Bauer Media Group,2,2,2,1,80
ACCT0010358,Tullow Group Services Limited,3,2,1,1,100
ACCT0010367,HVHC Inc,1,2,2,1,100
ACCT0010368,CareerBuilder LLC,2,2,2,1,50
ACCT0010369,Koenig & Bauer AG,3,2,2,1,100
ACCT0010376,Dresden-IT GmbH,3,2,3,1,<Null>
ACCT0010378,Groupe La Poste,1,2,1,1,50
ACCT0010386,Memorial Healthcare System,1,2,1,1,100
ACCT0010395,NXP Semiconductors - Corporate,4,2,5,1,66.66
ACCT0010401,Yodlee Inc,1,2,2,1,100
ACCT0010415,eBay Inc,2,2,1,1,85.71
ACCT0010416,Cooley LLP,1,2,2,1,100
ACCT0010463,Weichert Realtors,2,2,1,1,<Null>
ACCT0010470,Synchronoss Technologies Inc,1,2,3,1,100
ACCT0010471,Sharp Electronics Corporation USA,2,2,2,1,<Null>
ACCT0010481,United Water Management and Services Inc.,1,2,4,1,100
ACCT0010488,Subaru of America Inc,2,2,1,1,50
ACCT0010493,Montclair State University,2,2,1,1,87.5
ACCT0010508,Brickman,3,2,1,1,75
ACCT0010528,Ballard Spahr LLP,2,2,2,1,100
ACCT0010542,Towers Watson,2,2,2,1,<Null>
ACCT0010553,ICON Clinical Research Inc,2,2,1,1,100
ACCT0010556,Susquehanna Bancshares Inc,2,2,3,<Null>,66.66
ACCT0010569,MillerCoors LLC,2,2,1,1,33.33
ACCT0010572,Columbia University Medical Center,3,2,1,1,100
ACCT0010576,The Board Of Trustees Of The University Of Illinois,1,2,2,1,100
ACCT0010581,Dassault Systemes Biovia Corp,3,2,1,<Null>,0
ACCT0010585,Nissan North America Inc,2,2,1,1,100
ACCT0010587,Ritchie Bros Auctioneers Inc,1,2,2,1,100
ACCT0010590,Punch Taverns (Services) Ltd (former Punch Partnerships),4,2,1,<Null>,50
ACCT0010592,University of Maryland University College,3,2,1,1,50
ACCT0010596,Ricoh Americas Corporation,3,2,1,1,75
ACCT0010599,Ideal Standard International,3,2,2,1,100
ACCT0010600,Gulf International Bank BSC,1,2,1,1,100
ACCT0010602,Chick-fil-A Inc,3,2,1,1,100
ACCT0010605,Genomic Health Inc,3,2,1,1,62.5
ACCT0010610,"Ally Financial, Inc.",3,2,2,1,55.55
ACCT0010614,Packers Plus Energy Services Inc.,4,2,1,1,<Null>
ACCT0010615,Republic Indemnity Co,3,2,2,1,<Null>
ACCT0010625,Norwegian Air Shuttle AS,3,2,1,<Null>,0
ACCT0010630,Empire Life Insurance Co,3,2,5,1,80
ACCT0010637,"Colorcon, Inc.",3,2,1,1,0
ACCT0010645,ABC Supply Co Inc,1,2,1,1,100
ACCT0010646,American Century Services LLC,1,2,1,1,83.33
ACCT0010658,Federal National Mortgage Association,2,2,1,1,60
ACCT0010660,LifeWay Christian Resources,3,2,1,1,<Null>
ACCT0010661,Frucor Beverages Ltd,3,2,2,1,100
ACCT0010669,SkyIQ Ltd,4,2,1,<Null>,25
ACCT0010676,Kaisanet Oy,3,2,2,1,25
ACCT0010678,Soroc Technology Inc.,3,2,4,1,50
ACCT0010680,The Joint Commission,3,2,1,1,0
ACCT0010684,Tulane University,3,2,2,1,66.66
ACCT0010685,Ashley Furniture Industries Inc,2,2,1,1,0
ACCT0010686,Emerson Electric Co,2,2,1,1,100
ACCT0010691,Compania Espanola De Petroleos CEPSA,3,2,3,1,100
ACCT0010696,"Smartronix, Inc.",2,2,3,1,100
ACCT0010697,ServiceBirmingham (Link2ICT),3,2,1,2,37.5
ACCT0010699,Domo Inc,2,2,1,1,100
ACCT0010701,Bremer Financial Services Inc,3,2,1,1,100
ACCT0010712,North Carolina State University,2,2,1,1,81.81
ACCT0010715,UnitingCare Queensland,3,2,1,1,100
ACCT0010718,NHS Blood and Transplant,2,2,1,1,36.36
ACCT0010730,Rainbow Media Holdings LLC,3,2,3,1,33.33
ACCT0010732,Emergent BioSolutions Inc.,3,2,2,1,85.71
ACCT0010736,National Dentex Corporation,3,2,1,<Null>,100
ACCT0010737,Bank of Queensland Ltd,3,2,1,1,28.57
ACCT0010738,Bond University Ltd,3,2,1,1,50
ACCT0010741,Australian Sports Commission,3,2,1,1,66.66
ACCT0010742,NSW Department Of Finance Services And Innovation,1,2,1,1,33.33
ACCT0010743,Intercept-IT Ltd,3,2,3,<Null>,50
ACCT0010747,QEP Resources Inc,3,2,1,1,<Null>
ACCT0010748,MCG Health Inc,3,2,1,1,100
ACCT0010752,Henderson Global Investors Ltd,3,2,1,1,50
ACCT0010753,Bravura Solutions UK Ltd,1,2,3,1,66.66
ACCT0010754,Lockheed Martin Business Technology Solutions Limited  ( Former Amor Group),3,2,2,2,100
ACCT0010759,American Signature Inc,1,2,1,1,20
ACCT0010766,Oriental Trading Company Inc,1,2,3,1,100
ACCT0010771,Connectis AG,3,2,1,1,100
ACCT0010777,City of Vacaville,3,2,2,1,<Null>
ACCT0010782,A2Dominion Group,3,2,2,1,50
ACCT0010784,NetApp Engineering,3,2,1,2,<Null>
ACCT0010786,Enfo Oyj,3,2,1,1,50
ACCT0010795,Suncorp Corporate Services Pty Ltd,2,2,1,1,62.5
ACCT0010796,Inforsacom Informationssysteme GmbH,3,2,3,1,33.33
ACCT0010808,Your Homes Newcastle Ltd,3,2,2,1,<Null>
ACCT0010809,APG Asset Management,3,2,1,1,33.33
ACCT0010817,CareWorks,3,2,1,3,83.33
ACCT0010819,BSkyB Ltd,3,2,1,3,71.42
ACCT0010822,IC Companys A/S,2,2,1,1,0
ACCT0010824,Australia Post,3,2,2,1,92.3
ACCT0010828,The University Of Auckland,3,2,2,1,75
ACCT0010830,The Malcolm Group plc (WH Malcolm),3,2,2,1,<Null>
ACCT0010834,Abraxas Informatik AG,3,2,1,1,83.33
ACCT0010835,Whitney Bank,4,2,2,1,66.66
ACCT0010839,Admin Re Ireland,3,2,2,<Null>,0
ACCT0010846,RCR Tomlinson Ltd,3,2,2,<Null>,100
ACCT0010852,Interactive Intelligence Inc. (CaaS),3,2,1,1,66.66
ACCT0010857,Sulzer Management AG,1,2,1,1,66.66
ACCT0010859,Agfa HealthCare NV,3,2,1,1,66.66
ACCT0010863,ManpowerGroup Inc,3,2,1,1,50
ACCT0010873,Medxcel LLC,3,2,1,1,33.33
ACCT0010889,Genoptix Medical Lab,2,2,2,1,66.66
ACCT0010890,University of Sydney,3,2,1,1,0
ACCT0010895,International Financial Data Systems (UK) Ltd,2,2,3,1,64.28
ACCT0010896,InComm,3,2,2,1,33.33
ACCT0010898,Hutchison 3G UK Limited,3,2,1,1,<Null>
ACCT0010913,Punter Southall Group,3,2,2,1,100
ACCT0010914,Axway,2,2,2,1,25
ACCT0010925,FleetCor Technologies Inc,3,2,2,1,80
ACCT0010932,Washington University School of Medicine,4,2,1,1,100
ACCT0010954,"CACI NSS, Inc.",2,2,2,2,75
ACCT0010960,Natixis France,3,2,1,2,100
ACCT0010975,"Kratos Defense & Security Solutions, Inc.",3,2,1,1,100
ACCT0010976,Lewis Brisbois Bisgaard & Smith LLP,2,2,3,1,100
ACCT0010978,"Manatt, Phelps & Phillips, LLP",2,2,4,1,100
ACCT0010990,Adapt Plc,3,2,2,1,0
ACCT0010991,Abt Associates Inc.,3,2,2,1,80
ACCT0010992,University Medical Center of Southern Nevada,3,2,2,1,50
ACCT0010994,Broward Health,3,2,1,1,50
ACCT0011026,Microsemi Corporation,3,2,1,1,100
ACCT0011028,Teach For America Inc,3,2,3,1,<Null>
ACCT0011031,MultiChannelNetwork Pty Ltd,<Null>,2,2,1,100
ACCT0011046,Spirent Communications Inc,1,2,2,1,100
ACCT0011068,Mott MacDonald Ltd,3,2,1,1,100
ACCT0011074,Thales Transportation Systems BV,1,2,1,2,60
ACCT0011080,Aon Service Corporation,1,2,1,1,80
ACCT0011082,Trading Technologies,3,2,3,2,100
ACCT0011086,Medibank Pvt Ltd,<Null>,2,2,1,42.85
ACCT0011105,WorleyParsons Pty Ltd,3,2,1,2,0
ACCT0011118,"F5 Networks, Inc (Field Consultant Division)",3,2,3,<Null>,<Null>
ACCT0011124,National Research Corporation,3,2,3,1,100
ACCT0011126,National Marrow Donor Program Inc,3,2,1,1,33.33
ACCT0011139,Quidel Corp,1,2,1,1,100
ACCT0011147,s IT Solutions AT Spardat GmbH,2,2,3,1,100
ACCT0011180,Wienerberger AG,2,2,2,1,75
ACCT0011202,Starsped Speditionsgesellschaft mbH,1,2,2,1,100
ACCT0011251,KTM AG,2,2,2,1,100
ACCT0011263,Zumtobel AG,2,2,2,1,33.33
ACCT0011308,Syngenta Crop Protection AG,2,2,1,1,77.77
ACCT0011367,Datwyler IT Services AG,1,2,1,1,33.33
ACCT0011398,ABB Ltd,2,2,1,1,87.5
ACCT0011410,dorma+kaba International Holding AG,1,2,1,1,71.42
ACCT0011447,SFS Services AG,3,2,1,1,66.66
ACCT0011453,SBB AG,2,2,1,1,60
ACCT0011531,Draegerwerk AG & Co KGaA,1,2,4,1,75
ACCT0011586,Phoenix Contact GmbH & Co KG,2,2,3,<Null>,50
ACCT0011656,Vaillant Group Business Services GmbH,1,2,1,1,66.66
ACCT0011844,Sirona Dental Systems GmbH,2,2,3,1,66.66
ACCT0011911,Carl-Zeiss-Gruppe,3,2,2,1,81.81
ACCT0011915,Bechtle AG,1,2,1,1,80
ACCT0011918,Orange Business Germany GmbH,3,2,1,<Null>,100
ACCT0011962,Sixt GmbH & Co. Autovermietung KG,3,2,3,1,40
ACCT0012038,Richter + Frenzel GmbH + Co. KG,3,2,3,1,100
ACCT0012115,Osmose Inc,1,2,2,1,100
ACCT0012116,Partners HealthCare System iNC,2,2,1,1,85.71
ACCT0012126,Salem Health,3,2,1,1,87.5
ACCT0012212,Baylor Scott & White Health,3,2,2,1,58.82
ACCT0012230,ABB/Con-Cise Optical Group LLC,1,2,3,1,83.33
ACCT0012235,ACN Inc,3,2,1,1,100
ACCT0012391,Carlyle Investment Management LLC,1,2,1,1,75
ACCT0012457,Consulate Health Care (formerly CMC II),3,2,1,1,0
ACCT0012489,Delhaize Group USA,2,2,1,2,80
ACCT0012652,"Hard Rock Cafe International (USA), Inc.",3,2,2,1,0
ACCT0012672,Howard County Of Maryland,1,2,3,1,100
ACCT0012678,Hunton & Williams LP,2,2,1,1,100
ACCT0012682,Immucor Inc,1,2,2,1,100
ACCT0012770,Liquidity Services Inc LSI,1,2,1,1,100
ACCT0012816,Memorial Health University Medical Center Inc,2,2,3,1,50
ACCT0012889,Northeast Georgia Health System Inc,2,2,1,1,80
ACCT0012914,"Otsuka America Pharmaceutical, Inc.",3,2,2,1,60
ACCT0012956,Post Apartment Homes LP,1,2,2,1,100
ACCT0012962,Premiere Global Services Inc,3,2,2,1,100
ACCT0013009,"Salix Pharmaceuticals, Ltd.",2,2,3,<Null>,<Null>
ACCT0013128,The Nielsen Company (US) LLC,2,2,2,1,50
ACCT0013160,U.S. Silica Company,2,2,4,1,0
ACCT0013258,MicroPort Orthopedics Inc,2,2,1,1,50
ACCT0013273,A&E Television Networks LLC,3,2,3,1,50
ACCT0013280,MSC Industrial Direct Co Inc,3,2,2,1,100
ACCT0013288,"Bayview Asset Management, LLC",2,2,1,1,71.42
ACCT0013295,Aaron's Inc,3,2,2,1,75
ACCT0013300,PennyMac Loan Services LLC,3,2,2,1,80
ACCT0013314,Knorr-Bremse IT Services GmbH,3,2,2,1,50
ACCT0013318,Academy Sports + Outdoors,2,2,1,1,14.28
ACCT0013322,Zynga Inc,2,2,2,<Null>,0
ACCT0013323,Macys.com,3,2,2,1,100
ACCT0013326,Mary Kay Inc,3,2,4,1,100
ACCT0013333,BECU,2,2,1,1,66.66
ACCT0013340,Turner Broadcasting System Inc,1,2,1,1,100
ACCT0013355,St Jude Children's Research Hospital Inc,1,2,1,1,83.33
ACCT0013357,Moneris Solutions Corp,2,2,1,1,28.57
ACCT0013370,SAI Global Ltd,3,2,2,1,62.5
ACCT0013377,Telstra,3,2,2,8,50
ACCT0013388,TPG Global LLC,1,2,3,1,100
ACCT0013390,University Of Arkansas For Medical Sciences,3,2,2,1,66.66
ACCT0013395,Maverik Inc,1,2,2,1,66.66
ACCT0013748,Capital Metropolitan Transportation Authority,2,2,2,1,100
ACCT0013750,Cardtronics Inc,1,2,1,1,100
ACCT0013917,Susan G Komen Breast Cancer Foundation Inc,3,2,1,<Null>,50
ACCT0013970,Silicon Graphics International Corp,2,2,2,1,0
ACCT0013975,AGL Energy Ltd,3,2,2,1,66.66
ACCT0013981,HID Global Corp,3,2,1,1,100
ACCT0013986,Cars.com,2,2,4,1,100
ACCT0013996,Independence BlueCross,2,2,1,1,71.42
ACCT0014001,Synergy,3,2,1,1,80
ACCT0014006,Coca-Cola Bottling Co. Consolidated,3,2,1,1,100
ACCT0014007,United Surgical Partners International Inc,<Null>,2,2,1,100
ACCT0014014,"Axcess Financial Services, Inc.",2,2,3,1,40
ACCT0014023,NRG,3,2,3,1,<Null>
ACCT0014027,Oxford Brookes University,3,2,1,1,0
ACCT0014046,G4S plc,2,2,2,1,50
ACCT0014058,Norwegian Geotechnical Institute NGI,3,2,3,1,<Null>
ACCT0014060,PLUS Retail BV,2,2,2,1,50
ACCT0014072,Laing O'Rourke,2,2,2,1,60
ACCT0014087,Coca Cola Erfrischungsgetr?ñnke GmbH (CCEG),3,2,1,2,77.77
ACCT0014110,Riot Games Inc,2,2,3,1,100
ACCT0014115,Mercury Payment Systems LLC,2,2,1,<Null>,100
ACCT0014119,City of NY Department of Health and Mental Hygiene,2,2,1,1,100
