AccountNumber,AccountName,CompleteCustomerChurn
ACCT0015722,COWI AS,0
ACCT0015736,Banner Health,0
ACCT0015737,OTC Markets Group Inc,0
ACCT0015740,24 Solutions AB,0
ACCT0015742,BYK Chemie GmbH,0
ACCT0015743,RWE IT GmbH,0
ACCT0015760,Ikea Industry AB,0
ACCT0015765,Florida State College at Jacksonville,0
ACCT0015766,Electrolux IT Solutions AB,0
ACCT0015768,Biffa Group Limited,0
ACCT0015772,Apoteket AB,0
ACCT0015773,Assa Abloy AB,0
ACCT0015795,P&O Ferries Ltd,0
ACCT0015797,hybris GmbH,0
ACCT0015805,Fiskars Home Oy AB,1
ACCT0015806,Thule Sweden AB,0
ACCT0015817,Barnard College Inc,0
ACCT0015825,Gymboree Corporation,0
ACCT0015842,SoftwareONE AG,0
ACCT0015845,TOP-TOY A/S,0
ACCT0015850,BlueCross BlueShield of Arizona,0
ACCT0015871,Blount International Inc.,0
ACCT0015874,Village Roadshow Limited,0
ACCT0015905,Arbetsf??rmedlingen (AMS),0
ACCT0015914,Southern New Hampshire University,0
ACCT0015923,State of Texas Department of Transportation,0
ACCT0015929,Husqvarna AB,0
ACCT0015930,Lantm?ñnnen Ek For,0
ACCT0015931,Sytner Group Ltd,0
ACCT0015932,NCC Roads AB,0
ACCT0015949,Eagle Investment Systems LLC,0
ACCT0015955,CBC Companies Inc,0
ACCT0015956,Formica Corporation,0
ACCT0015959,European Space Agency ESA ESRIN,0
ACCT0015960,GDF Suez Group,0
ACCT0015967,SKF Sverige AB,0
ACCT0015972,Swedbank AB,0
ACCT0015974,Teliasonera Sverige AB,0
ACCT0015976,Systembolaget AB,0
ACCT0015979,Grantham Mayo Van Otterloo & Co LLC,0
ACCT0015990,Aux Sable Liquid Products L.P,0
ACCT0015993,Tudor Investment Corporation,0
ACCT0015994,Halifax Regional Municipality,0
ACCT0015999,Universal Music Group Inc,0
ACCT0016005,Desire2Learn Incorporated,0
ACCT0016014,The Bank Of New York Mellon Corp,0
ACCT0016017,Schott AG,0
ACCT0016033,Epiq Systems Inc,0
ACCT0016043,ActewAGL,0
ACCT0016045,Symbion Pharmacy,0
ACCT0016078,Dell Inc,0
ACCT0016129,Nets Denmark AS,0
ACCT0016130,Laterooms.com,1
ACCT0016132,Saxo Bank AS,0
ACCT0016137,The Maschhoffs Inc,0
ACCT0016142,Eide Bailly LLP,0
ACCT0016241,Maher Terminals LLC,0
ACCT0016393,Key Food Stores Co-Op Inc,0
ACCT0016441,Holy Redeemer Health System Inc,0
ACCT0016582,Broad Institute Inc,0
ACCT0016593,Virgin Active Ltd,0
ACCT0016594,CoreSite LP,0
ACCT0016605,Ironwood Pharmaceuticals Inc,0
ACCT0016618,South West Water Ltd,0
ACCT0016633,Canadian Imperial Bank of Commerce (Distribution),0
ACCT0016645,"Carbonite, Inc.",1
ACCT0016664,Fletcher Distribution (Placemakers),0
ACCT0016675,IMI Group Ltd,0
ACCT0016683,National Roads and Motorists' Association,0
ACCT0016688,UK Power Networks (Operations) Ltd,0
ACCT0016692,Glas Cymru Cyfyngedig (Welsh Water),0
ACCT0016701,AstraZeneca UK Ltd,0
ACCT0016705,Press Ganey Associates Inc,0
ACCT0016707,Kixeye Inc.,1
ACCT0016709,ACT Shared Services,0
ACCT0016716,Team Industrial Services,0
ACCT0016738,Foxtel,0
ACCT0016755,Symantec Corporation - Norton Data Services,1
ACCT0016773,Techem Energy Services GmbH,0
ACCT0016788,Coventry Building Society,0
ACCT0016801,Dimensional Fund Advisors LP,0
ACCT0016808,Creative Artists Agency LLC,0
ACCT0016814,NAIT (Northern Alberta Institute of Technology),0
ACCT0016863,ATEA A/S (Statens IT),0
ACCT0016874,"Vantiv, LLC",0
ACCT0016878,"Gavilon Group, LLC",0
ACCT0016882,"Westcon Group, Inc.",0
ACCT0016894,Allstate Insurance Company Of Canada,0
ACCT0016923,Johnson & Johnson Inc Canada,0
ACCT0016960,The Home Depot U.S.A. Inc. (Merchandising Group),0
ACCT0016987,Bupa Australia Pty Ltd,0
ACCT0016998,Fletcher Building Ltd,0
ACCT0017011,Tommy Bahama Group Inc,0
ACCT0017014,EPAY Worldwide (ATX),1
ACCT0017023,Euromoney Institutional Investor Plc,0
ACCT0017030,Fusion-io Inc,0
ACCT0017031,"University of California, Los Angeles, Housing & Hospitality Services",0
ACCT0017037,Mission Australia,0
ACCT0017039,Marlox AG,0
ACCT0017042,East Midlands Ambulance Service NHS Trust (EMAS),0
ACCT0017043,University of London,0
ACCT0017046,The Ultimate Software Group Inc,0
ACCT0017072,Devoteam A/S (Region Hovedstaden),0
ACCT0017073,Maricopa Integrated Health System,0
ACCT0017080,Veolia Environment (FR),0
ACCT0017090,SUNY Empire State College,0
ACCT0017109,Post Telecom SA,0
ACCT0017110,MacMillan Publishers Ltd,0
ACCT0017113,P??yry Oyj,0
ACCT0017119,NHS Oldham Clinical Commissioning Group,0
ACCT0017125,Co-operators Financial Services Limited,0
ACCT0017134,SITA Australia Pyt Ltd,0
ACCT0017143,Conforama France,0
ACCT0017153,Australian Unity Group Services Pty Ltd,0
ACCT0017159,Volvo Car Corporation,0
ACCT0017161,Nynas AB,0
ACCT0017168,OCC (Options Clearing Corporation),0
ACCT0017173,National House-Building Council (NHBC),0
ACCT0017183,DVB Bank SE,0
ACCT0017186,Devoteam AS (DR Radio),0
ACCT0017187,Cherokee Nation Businesses LLC,0
ACCT0017188,Softential Inc,0
ACCT0017193,California Department of Industrial Relations,0
ACCT0017197,Technip,0
ACCT0017205,Stratus Technologies inc,0
ACCT0017214,Credit Agricole Silca,0
ACCT0017220,Airlines Reporting Corporation,0
ACCT0017226,Hawaiian Electric Company Inc. - CIS,1
ACCT0017232,Sogeti,0
ACCT0017241,AXA Technology SAS,1
ACCT0017243,AXA Investment Managers Paris,0
ACCT0017246,Liverpool University,0
ACCT0017254,Laird Technologies Inc,0
ACCT0017328,Borgata Hotel Casino and Spa,0
ACCT0017336,Project Worldwide Inc,0
ACCT0017349,"Box.net Hosting, Inc.",1
ACCT0017353,Learning Care Group Inc,0
ACCT0017476,"Realpage, Inc.",0
ACCT0017486,AAA Mid-Atlantic Inc,0
ACCT0017515,United Farmers Of Alberta,0
ACCT0017584,Lonza Biologics Inc.,0
ACCT0017621,Virtual Radiologic Corp,0
ACCT0017690,"Crestron Electronics, Inc.",0
ACCT0017715,Vivint Inc,0
ACCT0017755,BDO Canada LLP,0
ACCT0017829,Pason Systems Inc,1
ACCT0017894,Johnsonville Sausage LLC,0
ACCT0017899,Atea A/S - Region Syddanmark,0
ACCT0017914,Statoil ASA,0
ACCT0017959,TD Williamson Inc,0
ACCT0017985,"Joyent, Inc.",1
ACCT0017989,JPS Health Network,0
ACCT0018012,Wesleyan University,0
ACCT0018016,Katten Muchin Rosenman LLP,0
ACCT0018022,KBM Group,0
ACCT0018079,Verint Systems Inc,0
ACCT0018084,"Development Dimensions International, Inc.",0
ACCT0018093,Digital Federal Credit Union,0
ACCT0018148,Edelman Financial,0
ACCT0018154,Elopak AS,0
ACCT0018164,Wipfli LLP,0
ACCT0018177,Friedkin Companies Inc,0
ACCT0018194,Noblis Inc,0
ACCT0018213,Gateway Health Plan LP,0
ACCT0018216,Gaz Metropolitain LP,0
ACCT0018221,Equitable Life Insurance Company of Canada,0
ACCT0018227,ESL Federal Credit Union,0
ACCT0018292,AAA Allied Group Inc,0
ACCT0018321,Presbyterian Homes,1
ACCT0018353,Lyonnaise des Eaux,0
ACCT0018366,Galeries Lafayette,0
ACCT0018368,Groupe Canal Plus,0
ACCT0018378,Conseil d??partemental du Haut-Rhin (CD68),0
ACCT0018382,Christian Dior,0
ACCT0018386,BONDUELLE,0
ACCT0018392,Fixnetix Ltd,0
ACCT0018403,G4S Nederland,0
ACCT0018406,Arkema France,0
ACCT0018409,Gemalto SA,0
ACCT0018410,Societe Generale,0
ACCT0018521,Alten,0
ACCT0018567,IMAD,0
ACCT0018609,Dalkia,0
ACCT0018634,ERAMET,0
ACCT0018690,ASL Airlines France (former Europe Airpost),0
ACCT0018691,Eutelsat Communications,0
ACCT0018704,Unibail Management,0
ACCT0018736,ESTA VIC Pty Ltd,0
ACCT0018737,Soci??t?? G??n??rale CIB (Market),0
ACCT0018742,INA (Institut National de L'Audiovisuel),0
ACCT0018764,L'Oreal SA,0
ACCT0018771,LFDJ (La Fran?ºaise Des Jeux),0
ACCT0018776,LVMH Holding,0
ACCT0018780,Bordeaux Metropole,0
ACCT0018789,MFP Michelin,0
ACCT0018827,RATP,0
ACCT0018852,Sonepar France Interservices,0
ACCT0018858,STIME,0
ACCT0018861,Swiss Life France,0
ACCT0018880,Television Francaise TF1 (TF1 SA),0
ACCT0018890,Western NY Regional Information Center (WNYRIC),0
ACCT0018901,Schwarz IT Infrastructure & Operations Services,0
ACCT0018920,Meridian Credit Union Ltd,0
ACCT0018931,SUNY Oswego,0
ACCT0018935,Datametrix AS,0
ACCT0018936,Telefonica UK Ltd,0
ACCT0018943,IPCA,0
ACCT0018948,Patek Philippe,0
ACCT0018949,Test-achats,0
ACCT0018975,Orbis Investments Canada Ltd,0
ACCT0018977,AB Svensk Exportkredit,0
ACCT0018992,"Vce Company, LLC",0
ACCT0019002,Brewin Dolphin Ltd,0
ACCT0019003,Isabel NV,0
ACCT0019013,ACE Insurance Ltd,0
ACCT0019016,Akzo Nobel NV,0
ACCT0019026,Perth Airport,0
ACCT0019036,Intelys Technology Ltd,1
ACCT0019043,RACWA Holdings Pty Ltd,0
ACCT0019044,SA Water,0
ACCT0019065,VMware Corporate,0
ACCT0019083,The Home Depot U.S.A. Inc. (HR),0
ACCT0019085,Caliber Home Loans Inc,0
ACCT0019109,MidCountry Bank,0
ACCT0019114,SOITEC - ITSM,0
ACCT0019115,University of Western Sydney,0
ACCT0019123,Davidson College,0
ACCT0019134,Department of Work and Pensions,0
ACCT0019145,AMP Services Ltd,0
ACCT0019157,Avantor Performance Materials,0
ACCT0019162,Nominet Ltd,0
ACCT0019173,Shiseido International Europe,0
ACCT0019176,Teradata Corporate IT,0
ACCT0019177,Teradata Corporate R&D,0
ACCT0019180,First West Credit Union,0
ACCT0019181,Old Republic Title,0
ACCT0019182,Mecanica Tek SA De CV,0
ACCT0019211,ING DiBa AG,0
ACCT0019233,B2W Companhia Digital,0
ACCT0019234,Top Right Group Ltd,0
ACCT0019238,MSC Mobility,0
ACCT0019240,MLC Wealth Management - NAB,0
ACCT0019249,Norfolk State University,0
ACCT0019255,Sydbank A/S,0
ACCT0019256,Talanx Systeme AG,0
ACCT0019269,H??egh Autoliners,0
ACCT0019275,Pon Holdings BV,0
ACCT0019277,Delgado Community College,0
ACCT0019280,Boardwalk Pipelines LP,0
ACCT0019319,Toronto District School Board,0
ACCT0019322,BAE Systems UK,0
ACCT0019324,Maersk Line UK Ltd,0
ACCT0019328,DS Smith Plc,0
ACCT0019345,Univita Health Inc,1
ACCT0019359,Inpex,0
ACCT0019374,GIE Informatique CECAB,0
ACCT0019375,Helpline,0
ACCT0019440,C Hoare & Co,0
ACCT0019444,AmerisourceBergen Services Corporation,0
ACCT0019471,KPMG PS - Banedanmark,0
ACCT0019563,Ascend Learning LLC,0
ACCT0019574,Tullett Prebon Group Ltd,0
ACCT0019589,SAP SE,1
ACCT0019602,M??lnlycke Health Care AB,0
ACCT0019606,BioMerieux SA,0
ACCT0019608,W?ñrtsil?ñ Corporation,0
ACCT0019611,Societe Des Alcools Du Quebec SAQ,0
ACCT0019615,Pulsen Integration AB,0
ACCT0019638,Catholic Education Office WA,0
ACCT0019639,University Of Wollongong,0
ACCT0019650,Hachette Book Group (Boston),0
ACCT0019664,Asciano Group,0
ACCT0019686,Transdev Business Information Solutions,0
ACCT0019713,"Enterprise Integration Services, Inc. dba Consolidated Communications",0
ACCT0019714,Taft Stettinius & Hollister LLP,0
ACCT0019725,Handelsh??yskolen BI,0
ACCT0019733,Kamal Osman Jamjoom Group LLC,1
ACCT0019737,Salt Lake City Government,0
ACCT0019740,Vubiquity (Avail-TVN),0
ACCT0019741,Monroe Plan,0
ACCT0019755,Boylesports Ltd,1
ACCT0019757,HKScan Group,0
ACCT0019780,Delta Faucet,0
ACCT0019784,Montfort Hospital,0
ACCT0019803,Elster Energy ICT,0
ACCT0019809,IQNavigator Inc,0
ACCT0019816,Siemens Convergence Creators GmbH,0
ACCT0019827,University of North Georgia,0
ACCT0019828,Thomas Miller & Co Ltd,0
ACCT0019856,Polygon International  AB,0
ACCT0019860,Sweco AB,0
ACCT0019896,Ministry Of Justice United Kingdom,0
ACCT0019917,Surescripts LLC,0
ACCT0019929,Coca-Cola (Turkey),0
ACCT0019947,Airports Company South Africa,0
ACCT0019949,NYK Logistics North America Inc - NBSA,0
ACCT0020043,Service Innovation Pty Ltd,0
ACCT0020070,Fugro Chance Inc,0
ACCT0020078,Green Mountain AS,0
ACCT0020102,ABC Financial,0
ACCT0020106,Officeworks Ltd,0
ACCT0020120,iQualia S?árl,1
ACCT0020154,Arrow Energy Pty Ltd,0
ACCT0020173,Best Buy Purchasing LLC,0
ACCT0020186,The Bancorp Bank,0
ACCT0020192,Ariad Pharmaceuticals Inc,0
ACCT0020193,Service Stream Ltd,0
ACCT0020195,Parks Victoria,0
ACCT0020199,Sanofi Pasteur MSD,0
ACCT0020200,THALES Global Services SAS,0
ACCT0020201,CSIR,1
ACCT0020213,LVMH Watches & Jewelry Australia,0
ACCT0020219,Government Legal Department,0
ACCT0020259,SUNY ITEC,0
ACCT0020261,Somfy SAS,0
ACCT0020263,Enstar Group (EU) Limited,0
ACCT0020296,Ramb??ll Gruppen A/S,0
ACCT0020303,Universal Hospital Services Inc,0
ACCT0020304,The Go-Ahead Group plc,0
ACCT0020309,Red Rock Consulting Pty Ltd,0
ACCT0020310,Woolworths Ltd,0
ACCT0020311,CAUDIT (The Council of Australian University Directors of Information Technology,1
ACCT0020345,Finanz Informatik GmbH & Co KG,0
ACCT0020346,AXA Technology Services UK Ltd,0
ACCT0020355,Queensland Treasury Corporation,0
ACCT0020395,Coca-Cola Amatil Ltd,0
ACCT0020401,UGL Ltd,0
ACCT0020402,Treasury NSW,0
ACCT0020407,EnergyAustralia Services Pty Ltd,0
ACCT0020412,Ramsay Health Care Investments Pty Ltd,0
ACCT0020420,Pret A Manger Ltd,0
ACCT0020442,Cairns Regional Council,0
ACCT0020463,Fairfax Media,0
ACCT0020472,Santos Ltd,0
ACCT0020478,Motorola Solutions UK Ltd,0
ACCT0020482,Playtech,0
ACCT0020486,Public Transport Authority WA,0
ACCT0020490,Murray Goulburn Co-Op,0
ACCT0020500,Cleanaway Waste Management Limited,0
ACCT0020503,GrainCorp Ltd,0
ACCT0020508,Inghams Enterprises Pty Ltd,0
ACCT0020512,Kinetic IT - Water Corporation,0
ACCT0020544,University Of Melbourne,0
ACCT0020548,Reece Australia Ltd,0
ACCT0020575,Laing O'Rourke Australia Pty Ltd,0
ACCT0020588,Trust Company Of America,0
ACCT0020590,University of Newcastle,0
ACCT0020594,Merlin Entertainments Group Ltd,0
ACCT0020608,BNP Paribas Investment Partners,0
ACCT0020609,BNP Paribas Securities Services (BP2S),0
ACCT0020612,BNP Paribas Cardif,0
ACCT0020618,"American Foods Group, LLC",0
ACCT0020625,"University of Technology, Sydney",0
ACCT0020628,Optiver,0
ACCT0020632,Imtech,0
ACCT0020649,Wright State University,0
ACCT0020682,Gearbulk UK Ltd,0
ACCT0020708,La Poste DISIT,0
ACCT0020717,Technopolis Oyj,0
ACCT0020718,IF IT Services A/S,0
ACCT0020719,Good Technology Corp,0
ACCT0020726,STELSIA,0
ACCT0020732,BinckBank NV,0
ACCT0020736,Fitness First Clubs Ltd,0
ACCT0020745,St. Mary's College of California,0
ACCT0020764,An Post,0
ACCT0020771,Intergraph Corporation,0
ACCT0020780,Bred Banque Populaire,0
ACCT0020782,"Kabam, Inc.",0
ACCT0020787,Truven Health Analytics Inc,0
ACCT0020803,Compass Group Australia Pty Ltd,0
ACCT0020827,APA Group,0
ACCT0020840,Canon Australia Pty Ltd,0
ACCT0020844,Aristocrat Technologies Australia Pty Ltd,0
ACCT0020854,Ruralco Holdings Ltd,0
ACCT0020872,Deloitte Australia (Customer),0
ACCT0020876,Quadrant Energy Pty Ltd,0
ACCT0020891,AngloGold Ashanti,0
ACCT0020898,Value Retail PLC,0
ACCT0020905,Mazda Motor Logistics Europe NV,0
ACCT0020913,Synapsis IT,0
ACCT0020928,The University of the Free State - UFS,0
ACCT0020937,City and County of San Francisco Department of Technology,0
ACCT0020945,Telenor Norge AS,0
ACCT0020951,DentaQuest LLC,0
ACCT0020962,Affecto Plc,0
ACCT0020978,Charles Taylor PLC,0
ACCT0020991,Stockholms Lans Landsting SLL IT,0
ACCT0021014,Global Collect Services B.V.,0
ACCT0021023,Geller & Company LLC,0
ACCT0021026,AMAG Automobil,0
ACCT0021029,Diplomat Specialty Pharmacy Of Flint LLC,0
ACCT0021030,University of Sunshine Coast QLD,0
ACCT0021031,NIC Inc.,0
ACCT0021034,Kinetic IT - BHP,1
ACCT0021055,GENEX Services LLC,0
ACCT0021058,Ervia,0
ACCT0021065,CVent Inc,0
ACCT0021069,"Synoptek, LLC",1
ACCT0021080,CS Energy Ltd,0
ACCT0021091,AMI Strategies Inc,0
ACCT0021116,University of Tasmania,0
ACCT0021133,Alnatura Produktions u. Handels GmbH,0
ACCT0021138,Massachusetts Bay Transportation Authority,0
ACCT0021156,RACQ Investments Pty Ltd,0
ACCT0021176,RKON Technologies,0
ACCT0021182,Mark Anthony Group Inc,0
ACCT0021191,NWN Corporation,0
ACCT0021203,Voxai Solutions Inc,0
ACCT0021209,GroupM,0
ACCT0021211,Securitas Direct Spain,1
ACCT0021242,City Of Townsville,0
ACCT0021262,ING BANK N.V. Succursale di Milano,0
ACCT0021273,Lake Macquarie City Council,0
ACCT0021283,Com Hem AB,0
ACCT0021297,Coop Norway,0
ACCT0021344,Sprouts Farmers Market Inc,0
ACCT0021346,"Interactive Intelligence Group, Inc. (CORP)",0
ACCT0021362,TrelleborgVibracoustic GmbH,0
ACCT0021363,Jive Software,0
ACCT0021365,Mellanox Technologies Ltd,0
ACCT0021372,Vitality Health Insurance Ltd,0
ACCT0021385,Banca Mediolanum S.p.A.,0
ACCT0021403,Scotia Bank,0
ACCT0021404,Trinity Health-ND,0
ACCT0021418,TTC Travel Group Limited,0
ACCT0021419,IO Data Centers LLC,0
ACCT0021420,BioClinica,0
ACCT0021429,Auckland Transport,0
ACCT0021431,Goteborgs Stad,0
ACCT0021432,Velux AS,0
ACCT0021434,TELoIP,1
ACCT0021444,Zetup AB,0
ACCT0021445,Bolton NHS Foundation Trust,0
ACCT0021447,K??benhavns Lufthavne A/S,0
ACCT0021464,Mets?ñ Group,0
ACCT0021485,Intergraph Corporation - Metrology,0
ACCT0021503,County of San Mateo,0
ACCT0021509,NSW Rural Fire Service,0
ACCT0021563,The Home Depot U.S.A. Inc. (SOC),0
ACCT0021567,OLX Argentina,1
ACCT0021569,Office for National Statistics,0
ACCT0021594,Guerbet,0
ACCT0021597,AgStar Financial Services,0
ACCT0021600,Upstream Print Solutions Pty ltd,0
ACCT0021619,Maersk Olie og Gas A/S,0
ACCT0021621,EDF Trading Ltd,0
ACCT0021630,Crossrail Ltd,0
ACCT0021648,Partners Group AG,0
ACCT0021655,Department of Justice,0
ACCT0021657,Research And Education Advanced Network New Zealand REANNZ,1
ACCT0021660,ING Group NV,0
ACCT0021670,DexCom inc,0
ACCT0021684,Phillips66,0
ACCT0021705,Apollo Management Holdings L.P.,0
ACCT0021713,NTMA,1
ACCT0021716,Gatwick Airport Ltd,0
ACCT0021735,SNS Bank NV,0
ACCT0021739,MCAP Service Corp,0
ACCT0021740,WIND Mobile Corp.,0
ACCT0021753,Post Office Ltd,1
ACCT0021790,Bravonext SA [Formerly Lastminute.com Ltd],0
ACCT0021794,ING Bank Australia Ltd,0
ACCT0021810,Royal Automobile Association SA,0
ACCT0021823,InterDealer,1
ACCT0021833,BlueCrest Capital Management UK LLP,0
ACCT0021857,"Department of Finance, Australia Government",0
ACCT0021859,Australian Prudential Regulation Authority,0
ACCT0021884,Autoliv AB (UK),0
ACCT0021941,Bedag Informatik AG,0
ACCT0021957,LEO Pharma AS,0
ACCT0021967,FlexiGroup Limited,0
ACCT0021974,Stolt-Nielsen Holdings B.V.,0
ACCT0021991,"Mathematica Policy Research, Inc.",0
ACCT0021997,University of California - Office of the President - Risk Services,0
ACCT0022009,Fujitsu - Fod Fedict,0
ACCT0022036,Elementis Worldwide Inc,0
ACCT0022044,Netafim Ltd.,0
ACCT0022061,ZeniMax Online Services,0
ACCT0022093,SchoolsFirst FCU,0
ACCT0022123,NextDC Ltd,0
ACCT0022135,Wilhelmsen,0
ACCT0022164,MRI Trading,1
ACCT0022166,Perform Group PLC,0
ACCT0022177,Capgemini - SIAM,0
ACCT0022179,Norconsult AS,0
ACCT0022181,Sasol South Africa (Pty) Ltd,0
ACCT0022194,ISS Facility Services Australia Ltd,0
ACCT0022208,Tokio Marine NA Services,0
ACCT0022223,Cegal AS,0
ACCT0022234,TNUVA Ltd,0
ACCT0022247,"MINDBODY, Inc.",0
ACCT0022282,Goodwill AZ,0
ACCT0022283,Parramatta City Council,0
ACCT0022285,Crelan NV,0
ACCT0022301,Aurecon Group Pty Ltd,0
ACCT0022310,San Francisco Police Department,0
ACCT0022340,TDC Hosting AS,0
ACCT0022341,Edinburgh Airport Limited,0
ACCT0022359,Damco,1
ACCT0022362,Ericsson Mobile Money Services,0
ACCT0022363,Amcom Telecommunications Ltd,1
ACCT0022365,ARM UK,0
ACCT0022386,Axstores AB,0
ACCT0022398,University of Cape Town,0
ACCT0022411,Brisbane Catholic Education,0
ACCT0022441,Pacific Aluminium (formerly Rio Tinto Aluminium),0
ACCT0022456,C??ras Iompair ?ëireann Group,0
ACCT0022476,DocuSign Inc,0
ACCT0022483,Saudi Telecom Co STC,0
ACCT0022502,Kit Solution AG,0
ACCT0022503,Metropolitan Fire and Emergency Board,0
ACCT0022504,Edith Cowan University,0
ACCT0022506,Qatar Petrochemical Company QAPCO QSC,0
ACCT0022521,Emaar Properties,0
ACCT0022522,Touring Club Suisse TCS,0
ACCT0022531,World Vision Australia,0
ACCT0022537,Nyrstar,0
ACCT0022560,State Trustees,0
ACCT0022580,Artisan Partners LP,0
ACCT0022591,Standard Life Canada,0
ACCT0022593,"Cotiviti USA, LLC",0
ACCT0022604,Oxford Health NHS Foundation Trust,0
ACCT0022606,STA Travel Group,0
ACCT0022617,Umass Boston,0
ACCT0022623,Schurz Communications Inc,1
ACCT0022625,Integration Partners Corp,0
ACCT0022629,Ditech Financial LLC,0
ACCT0022632,CRH Nederland BV,0
ACCT0022663,Veracode Inc,0
ACCT0022720,National E Conveyencing Development Ltd,0
ACCT0022729,Oregon Community Credit Union,0
ACCT0022732,Inland Revenue New Zealand,0
ACCT0022738,Mortgage Research Center DBA Veterans United Home,0
ACCT0022739,Lunds University,0
ACCT0022830,Lockheed Martin - Australia,0
ACCT0022835,Travian Games GmbH,0
ACCT0022863,MD Practice Software LP (acquired by Telus),1
ACCT0022867,The Brock Group LLC,0
ACCT0022886,Toronto Community Housing Corp,0
ACCT0022893,Experian Cheetah Mail,0
ACCT0022895,Random House Inc,0
ACCT0022903,"Greystone IT, Inc.",0
ACCT0022917,"OHL - (Obrascon Huarte Lain, S.A.)",0
ACCT0022920,Lassila & Tikanoja Oyj,0
ACCT0022922,Paysafecard.com,0
ACCT0022930,Allianz Life Insurance Company of North America,0
ACCT0022934,Affinity Water Ltd,0
ACCT0022935,Nidera B.V,0
ACCT0022964,On Direct Business Services Ltd,0
ACCT0022970,Aspen Pharmacare Holdings Ltd,0
ACCT0022972,Diavik Diamond Mines,1
ACCT0022992,SABMiller plc.,0
ACCT0023014,University Of Stavanger,0
ACCT0023015,PEAK-IT Managed Services B.V.,0
ACCT0023024,"Southern Graphic Systems, Inc.",0
ACCT0023028,Yildiz Holding - ULKER,0
ACCT0023038,Kaakkols Suomen Tieto Oy,0
ACCT0023042,Central London Community Healthcare NHS Trust CLCH,0
ACCT0023099,"Ulterra Drilling Technologies, LP",0
ACCT0023117,Guidewire Software Inc,0
ACCT0023136,CPA Australia Ltd,0
ACCT0023145,MYOB,0
ACCT0023178,Murata Electronics Oy,0
ACCT0023188,Canadian Imperial Bank of Commerce (Wealth Management),0
ACCT0023195,Irdeto BV,0
ACCT0023237,Deloitte Canada (Customer),0
ACCT0023238,Stratasys Inc.,0
ACCT0023261,PayPoint Plc,0
ACCT0023280,Modis,0
ACCT0023281,Lamb Weston Meijer BV,0
ACCT0023295,Viking LIFE-SAVING EQUIPMENT A/S,0
ACCT0023302,Delta Hotels Ltd,0
ACCT0023310,Moet Hennessy SNC,0
ACCT0023321,ICT Services,0
ACCT0023323,People's Choice Credit Union,0
ACCT0023327,Headstart Oy,0
ACCT0023332,Etat Du Valais,0
ACCT0023340,Thales Nederland B.V.,0
ACCT0023354,Optus VSAT,0
ACCT0023360,ALH Group Pty Ltd,0
ACCT0023362,AXIT AG,0
ACCT0023364,INSEAD,0
ACCT0023367,SKYCITY Entertainment Group Limited,0
ACCT0023398,University of California Davis - Campus Data Center,0
ACCT0023402,Schibsted Centralen AB,0
ACCT0023441,Telstra International Limited,1
ACCT0023442,"Datavail Corporation, Inc.",0
ACCT0023451,"DaVita Labs and DVA Laboratory Services, Inc.",0
ACCT0023459,Key Benefit Administrators Inc,1
ACCT0023479,Energinet.DK,0
ACCT0023490,Vita-Mix Corp,0
ACCT0023510,ING Services Polska Sp Zoo,0
ACCT0023511,GN Store Nord AS,0
ACCT0023513,CIEE Inc,0
ACCT0023526,Ecole Polytechnique Federale De Lausanne EPFL,0
ACCT0023532,Group Health Cooperative of South Central Wisconsin,0
ACCT0023551,Wesfarmers Curragh Pty Ltd,0
ACCT0023560,Endava UK Ltd,0
ACCT0023566,The British Land Co Plc,0
ACCT0023576,Intellego,0
ACCT0023587,RedBrick Health Corp,0
ACCT0023591,Ince & Co,0
ACCT0023592,Berrymans Lace Mawer LLP,0
ACCT0023639,CIMA Global,0
ACCT0023646,MODEC International Inc,0
ACCT0023653,Little Caesars Enterprises Inc,0
ACCT0023659,"Department of Environment, Land, Water & Planning",0
ACCT0023668,"Nexant, Inc.",0
ACCT0023695,NHS North Central London,1
ACCT0023699,MarketAxess Corp,0
ACCT0023711,CHAMP Cargosystems SA,0
ACCT0023719,Optiv,0
ACCT0023722,RCS Cards Pty Ltd,0
ACCT0023740,Yusen Logistics Americas Inc,0
ACCT0023750,Investcorp Bank BSC,0
ACCT0023778,OMV Petrol Ofisi AS,0
ACCT0023786,Calmac Ferries Ltd,0
ACCT0023790,Old Mutual Life Assurance Company (South Africa) Limited,0
ACCT0023797,Bunzl Distribution USA,0
ACCT0023819,Telstra Linfox,1
ACCT0023829,Service NSW,0
ACCT0023847,Global Fund,0
ACCT0023849,County Of Monterey,0
ACCT0023857,Tesco Personal Finance Plc,0
ACCT0023867,Tableau Software Inc,0
ACCT0023884,Sollentuna Kommun,0
ACCT0023919,Abu Dhabi National Energy Co PJSC TAQA,0
ACCT0023922,APG Groep N.V,0
ACCT0023925,University System of Georgia,0
ACCT0023927,Holcim (Canada) Inc,1
ACCT0023958,LaTrobe University,0
ACCT0023963,TopGolf USA Inc,0
ACCT0023972,The Francis Crick Institute Ltd,0
ACCT0023993,Yazaki Europe Ltd,0
ACCT0023995,Met Police,0
ACCT0024011,TomTom International BV,0
ACCT0024028,Tamimi Markets Co. Ltd,0
ACCT0024034,Universitetet I Agder,0
ACCT0024043,Northbridge Financial Corp,0
ACCT0024046,Tourism Development & Investment Co,0
ACCT0024050,Telstra Enterprise and Government,1
ACCT0024076,Kantonsspital Aarau AG,0
